18-06-04 22:43-INFO-Restoring parameters from ckpt/model.ckpt-390385
18-06-04 22:43-INFO->> Step 390380 run_train: loss = 5.3939  (9.563 sec)
18-06-04 22:43-INFO->> Step 390390 run_train: loss = 5.3976  (0.160 sec)
18-06-04 22:43-INFO->> Step 390400 run_train: loss = 5.4367  (0.118 sec)
18-06-04 22:43-INFO->> Step 390410 run_train: loss = 5.4649  (0.145 sec)
18-06-04 22:43-INFO->> Step 390420 run_train: loss = 5.4345  (0.146 sec)
18-06-04 22:43-INFO->> Step 390430 run_train: loss = 5.4320  (0.117 sec)
18-06-04 22:43-INFO->> Step 390440 run_train: loss = 5.4066  (0.187 sec)
18-06-04 22:43-INFO->> Step 390450 run_train: loss = 5.4320  (0.141 sec)
18-06-04 22:43-INFO->> Step 390460 run_train: loss = 5.4413  (0.165 sec)
18-06-04 22:43-INFO->> Step 390470 run_train: loss = 5.4778  (0.155 sec)
18-06-04 22:43-INFO->> Step 390480 run_train: loss = 5.3603  (0.158 sec)
18-06-04 22:43-INFO->> Step 390490 run_train: loss = 5.4234  (0.181 sec)
18-06-04 22:43-INFO->> Step 390500 run_train: loss = 5.3938  (0.166 sec)
18-06-04 22:43-INFO->> Step 390510 run_train: loss = 5.4622  (0.158 sec)
18-06-04 22:43-INFO->> Step 390520 run_train: loss = 5.4030  (0.163 sec)
18-06-04 22:43-INFO->> Step 390530 run_train: loss = 5.4532  (0.149 sec)
18-06-04 22:43-INFO->> Step 390540 run_train: loss = 5.4174  (0.147 sec)
18-06-04 22:43-INFO->> Step 390550 run_train: loss = 5.5136  (0.164 sec)
18-06-04 22:43-INFO->> Step 390560 run_train: loss = 5.4823  (0.149 sec)
18-06-04 22:43-INFO->> Step 390570 run_train: loss = 5.4851  (0.176 sec)
18-06-04 22:43-INFO->> Step 390580 run_train: loss = 5.4513  (0.149 sec)
18-06-04 22:43-INFO->> Step 390590 run_train: loss = 5.4581  (0.085 sec)
18-06-04 22:43-INFO->> Step 390600 run_train: loss = 5.4682  (0.165 sec)
18-06-04 22:43-INFO->> Step 390610 run_train: loss = 5.4284  (0.125 sec)
18-06-04 22:43-INFO->> Step 390620 run_train: loss = 5.3762  (0.152 sec)
18-06-04 22:44-INFO->> Step 390630 run_train: loss = 5.4514  (0.147 sec)
18-06-04 22:44-INFO->> Step 390640 run_train: loss = 5.4802  (0.129 sec)
18-06-04 22:44-INFO->> Step 390650 run_train: loss = 5.4013  (0.214 sec)
18-06-04 22:44-INFO->> Step 390660 run_train: loss = 5.4313  (0.156 sec)
18-06-04 22:44-INFO->> Step 390670 run_train: loss = 5.4978  (0.142 sec)
18-06-04 22:44-INFO->> Step 390680 run_train: loss = 5.4065  (0.154 sec)
18-06-04 22:44-INFO->> Step 390690 run_train: loss = 5.4663  (0.140 sec)
18-06-04 22:44-INFO->> Step 390700 run_train: loss = 5.5015  (0.161 sec)
18-06-04 22:44-INFO->> Step 390710 run_train: loss = 5.3957  (0.403 sec)
18-06-04 22:44-INFO->> Step 390720 run_train: loss = 5.4429  (0.201 sec)
18-06-04 22:44-INFO->> Step 390730 run_train: loss = 5.4559  (0.189 sec)
18-06-04 22:44-INFO->> Step 390740 run_train: loss = 5.4590  (0.118 sec)
18-06-04 22:44-INFO->> Step 390750 run_train: loss = 5.4125  (0.164 sec)
18-06-04 22:44-INFO->> Step 390760 run_train: loss = 5.4150  (0.136 sec)
18-06-04 22:44-INFO->> Step 390770 run_train: loss = 5.4270  (0.148 sec)
18-06-04 22:44-INFO->> Step 390780 run_train: loss = 5.3445  (0.186 sec)
18-06-04 22:44-INFO->> Step 390790 run_train: loss = 5.4668  (0.177 sec)
18-06-04 22:44-INFO->> Step 390800 run_train: loss = 5.4228  (0.156 sec)
18-06-04 22:44-INFO->> Step 390810 run_train: loss = 5.4189  (0.182 sec)
18-06-04 22:44-INFO->> Step 390820 run_train: loss = 5.4615  (0.191 sec)
18-06-04 22:44-INFO->> Step 390830 run_train: loss = 5.3644  (0.147 sec)
18-06-04 22:44-INFO->> Step 390840 run_train: loss = 5.4781  (0.130 sec)
18-06-04 22:44-INFO->> Step 390850 run_train: loss = 5.4751  (0.186 sec)
18-06-04 22:44-INFO->> Step 390860 run_train: loss = 5.3720  (0.141 sec)
18-06-04 22:44-INFO->> Step 390870 run_train: loss = 5.4537  (0.158 sec)
18-06-04 22:44-INFO->> Step 390880 run_train: loss = 5.4372  (0.196 sec)
18-06-04 22:44-INFO->> Step 390890 run_train: loss = 5.4152  (0.197 sec)
18-06-04 22:44-INFO->> Step 390900 run_train: loss = 5.3931  (0.155 sec)
18-06-04 22:44-INFO->> Step 390910 run_train: loss = 5.4924  (0.191 sec)
18-06-04 22:44-INFO->> Step 390920 run_train: loss = 5.4964  (0.224 sec)
18-06-04 22:44-INFO->> Step 390930 run_train: loss = 5.4498  (0.160 sec)
18-06-04 22:44-INFO->> Step 390940 run_train: loss = 5.4664  (0.148 sec)
18-06-04 22:44-INFO->> Step 390950 run_train: loss = 5.4071  (0.169 sec)
18-06-04 22:44-INFO->> Step 390960 run_train: loss = 5.4204  (0.151 sec)
18-06-04 22:44-INFO->> Step 390970 run_train: loss = 5.4621  (0.141 sec)
18-06-04 22:44-INFO->> Step 390980 run_train: loss = 5.4538  (0.175 sec)
18-06-04 22:44-INFO->> Step 390990 run_train: loss = 5.4147  (0.163 sec)
18-06-04 22:45-INFO->> Step 391000 run_train: loss = 5.3995  (0.175 sec)
18-06-04 22:45-INFO->> 2018-06-04 22:45:00.353419 Saving in ckpt
18-06-04 22:45-INFO-Test Data Eval:
18-06-04 22:45-INFO-fpr95 = 0.16989074123273112 and auc = 0.9694267583757862
18-06-04 22:45-INFO->> Step 391010 run_train: loss = 5.4396  (0.160 sec)
18-06-04 22:45-INFO->> Step 391020 run_train: loss = 5.4464  (0.140 sec)
18-06-04 22:45-INFO->> Step 391030 run_train: loss = 5.4435  (0.166 sec)
18-06-04 22:45-INFO->> Step 391040 run_train: loss = 5.4315  (0.202 sec)
18-06-04 22:45-INFO->> Step 391050 run_train: loss = 5.4561  (0.186 sec)
18-06-04 22:45-INFO->> Step 391060 run_train: loss = 5.4850  (0.155 sec)
18-06-04 22:45-INFO->> Step 391070 run_train: loss = 5.4168  (0.149 sec)
18-06-04 22:45-INFO->> Step 391080 run_train: loss = 5.4197  (0.120 sec)
18-06-04 22:45-INFO->> Step 391090 run_train: loss = 5.4683  (0.138 sec)
18-06-04 22:45-INFO->> Step 391100 run_train: loss = 5.3991  (0.171 sec)
18-06-04 22:45-INFO->> Step 391110 run_train: loss = 5.3460  (0.132 sec)
18-06-04 22:46-INFO->> Step 391120 run_train: loss = 5.3933  (0.188 sec)
18-06-04 22:46-INFO->> Step 391130 run_train: loss = 5.4501  (0.182 sec)
18-06-04 22:46-INFO->> Step 391140 run_train: loss = 5.4236  (0.143 sec)
18-06-04 22:46-INFO->> Step 391150 run_train: loss = 5.4142  (0.127 sec)
18-06-04 22:46-INFO->> Step 391160 run_train: loss = 5.4133  (0.157 sec)
18-06-04 22:46-INFO->> Step 391170 run_train: loss = 5.4288  (0.162 sec)
18-06-04 22:46-INFO->> Step 391180 run_train: loss = 5.4078  (0.140 sec)
18-06-04 22:46-INFO->> Step 391190 run_train: loss = 5.4506  (0.149 sec)
18-06-04 22:46-INFO->> Step 391200 run_train: loss = 5.4436  (0.168 sec)
18-06-04 22:46-INFO->> Step 391210 run_train: loss = 5.4517  (0.157 sec)
18-06-04 22:46-INFO->> Step 391220 run_train: loss = 5.4877  (0.173 sec)
18-06-04 22:46-INFO->> Step 391230 run_train: loss = 5.4663  (0.160 sec)
18-06-04 22:46-INFO->> Step 391240 run_train: loss = 5.4030  (0.144 sec)
18-06-04 22:46-INFO->> Step 391250 run_train: loss = 5.4448  (0.132 sec)
